Frame,Camera,Status,PointIdx,X,Y,Radius,Metric
718,2,Filtered_Small,0,265.101417,544.503333,1.9960,0.5
718,2,Filtered_Large,1,299.789958,299.768297,3.7511,0.5
718,3,Filtered_Small,0,496.423286,215.667689,13.8250,0.5
718,3,Filtered_Large,1,528.229360,471.809775,13.5085,0.5
724,0,Filtered_Small,0,753.252625,215.159591,3.0212,0.5
724,0,Filtered_Large,1,714.302796,550.161759,3.7152,0.5
724,1,Filtered_Small,0,1012.417351,617.126215,4.0444,0.5
724,1,Filtered_Large,1,1028.086378,615.590740,3.9306,0.5
724,2,Filtered_Small,0,290.321900,546.290388,2.0953,0.5
724,2,Filtered_Large,1,322.866957,299.159723,3.7982,0.5
724,3,Filtered_Small,0,496.377922,214.892614,14.1128,0.5
724,3,Filtered_Large,1,530.491817,473.674960,13.6362,0.5
728,0,Filtered_Small,0,745.768706,214.606661,2.7098,0.5
728,0,Filtered_Large,1,704.740152,547.467158,3.8259,0.5
728,1,Filtered_Small,0,981.638566,614.178532,3.8551,0.5
728,1,Filtered_Large,1,997.311818,613.928600,3.7180,0.5
728,2,Filtered_Small,0,312.967939,545.602211,2.1721,0.5
728,2,Filtered_Large,1,343.832977,297.367609,3.5417,0.5
728,3,Filtered_Small,0,502.115447,212.812395,13.5875,0.5
728,3,Filtered_Large,1,538.162019,473.363223,13.1239,0.5
729,0,Filtered_Small,0,743.807416,214.131129,3.1126,0.5
729,0,Filtered_Large,1,701.985343,546.907090,3.9639,0.5
729,1,Filtered_Small,0,973.665753,613.691298,4.0136,0.5
729,1,Filtered_Large,1,989.499372,612.601657,4.0534,0.5
729,2,Filtered_Small,0,318.974693,545.377060,2.1721,0.5
729,2,Filtered_Large,1,349.476240,296.619647,3.8492,0.5
729,3,Filtered_Small,0,503.783730,212.095425,14.0220,0.5
729,3,Filtered_Large,1,540.436158,473.147122,13.4600,0.5
730,0,Filtered_Small,0,741.415432,213.905098,3.2745,0.5
730,0,Filtered_Large,1,698.887440,545.922151,3.9785,0.5
