cam_id,fx,fy,cx,cy,k1,k2,p1,p2,k3,r11,r12,r13,r21,r22,r23,r31,r32,r33,tx,ty,tz,Cx,Cy,Cz,reproj_rms_px
1,816.869512618961,811.889042135886,634.767859683136,501.620420182661,0.0591738858914594,-0.0282339837138245,0.00855179935677488,-0.0039149995977194,0.028443896370005,0.0242634718270682,0.999563472077362,-0.0168567263591352,0.243118563106789,-0.0222552781293163,-0.969741237067022,-0.96969306907278,0.0194311060940046,-0.243552425379375,-8.71717233509125e-06,-0.000142286973031577,0.36292164630879,0.351957409155414,-0.00704642228234993,0.0882523186929467,1.29455974305285
2,765.954705986638,766.025552618626,639.404493895409,506.711911884317,0.0530595091506899,-0.0340905784579051,-0.0118185482288483,-0.000849028294630865,0.0093521314410878,-0.15186814078909,0.988274080025437,-0.0158243661213213,-0.11639872712403,-0.0337810800476577,-0.992627913648775,-0.981523002347459,-0.148906619667127,0.120164114785318,0.012627980149938,-0.0197433113889724,0.358241893816076,0.351242350737398,0.0401977335836055,-0.0624457522607129,1.71242945238892
3,813.690239596885,803.022901799795,644.039772805494,504.332004725211,0.0467368314813362,-0.00521304370395826,0.0163907605207252,0.010270108959051,0.00840412774112344,-0.0226827977970047,-0.999607880605815,0.0164187610631791,-0.136839621936844,-0.0131641335344058,-0.990505741253664,0.990333483505572,-0.0247141785021856,-0.136487365088056,-0.0162676860314784,-0.00822823739022509,0.350559221922922,-0.348665480948492,-0.00770584158585424,0.0399638833821644,1.28570999241606
4,734.266617813853,734.157633484125,631.199396590055,520.869123782858,0.0453586173906535,-0.0233543080861875,-0.00430138118218163,0.00240909329870565,0.0115505390913725,-0.999742695128022,-4.44518655059188e-05,-0.0226835085952529,-0.00054305545041468,-0.999664562760639,0.0258933785234318,-0.0226770507107303,0.025899034433963,0.99940732005847,-0.00789358229293007,-0.0045173712472412,0.364121512762305,0.000363197590952522,-0.0139466024343369,-0.363967789383564,1.12609419586003
